complaint_id,complaint_text,category,city,date_submitted,status,priority,complaint_length,word_count,Water,Roads,Electricity,Sanitation
1538,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-06-06,Open,Low,51,8,1,0,0,0
1539,Street lights are not functioning in the locality,Electricity,Vadodara,2024-06-15,In Progress,High,49,8,0,0,1,0
1540,Damaged street roads creating unsafe driving conditions,Roads,Ahmedabad,2024-12-11,Resolved,Medium,55,7,0,1,0,0
1541,Residents are facing severe water shortage for the past three days,Water,Mumbai,2024-11-01,Resolved,High,66,11,1,0,0,0
1542,Dirty streets creating health hazards,Sanitation,Rajkot,2024-05-06,Pending,High,37,5,0,0,0,1
1543,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-08-30,Resolved,Low,50,5,0,0,0,1
1544,Sewage blockage leading to waterlogging,Sanitation,Delhi,2024-03-08,In Progress,High,39,5,0,0,0,1
1545,Overflowing dustbins causing unhygienic conditions,Sanitation,Mumbai,2024-03-27,In Progress,Low,50,5,0,0,0,1
1546,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-02-24,Open,High,55,7,0,1,0,0
1547,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-09-01,In Progress,Medium,53,9,0,0,1,0
1548,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-04-18,In Progress,Medium,52,6,1,0,0,0
1549,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-07-02,In Progress,High,70,12,1,0,0,0
1550,Uneven road surface causing vehicle damage,Roads,Surat,2024-09-18,Pending,Medium,42,6,0,1,0,0
1551,Contaminated water is being supplied in our locality,Water,Mumbai,2024-09-05,Resolved,High,52,8,1,0,0,0
1552,Garbage has not been collected for several days,Sanitation,Rajkot,2024-06-03,Open,Low,47,8,0,0,0,1
1553,Dirty streets creating health hazards,Sanitation,Ahmedabad,2024-11-25,Pending,High,37,5,0,0,0,1
1554,Contaminated water is being supplied in our locality,Water,Surat,2024-11-20,Resolved,Medium,52,8,1,0,0,0
1555,Uneven road surface causing vehicle damage,Roads,Mumbai,2024-08-31,Pending,Medium,42,6,0,1,0,0
1556,Sewage blockage leading to waterlogging,Sanitation,Vadodara,2024-07-16,Open,Medium,39,5,0,0,0,1
1557,Drainage water is mixing with drinking water supply,Water,Delhi,2024-07-27,Open,High,51,8,1,0,0,0
1558,Voltage fluctuations damaging electrical appliances,Electricity,Rajkot,2024-07-04,Open,Medium,51,5,0,0,1,0
1559,Frequent power cuts occurring in our area every night,Electricity,Rajkot,2024-10-28,Open,Low,53,9,0,0,1,0
1560,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-05-07,In Progress,High,54,5,0,0,1,0
1561,Street lights are not functioning in the locality,Electricity,Vadodara,2024-02-16,Resolved,High,49,8,0,0,1,0
1562,Contaminated water is being supplied in our locality,Water,Vadodara,2024-06-10,Pending,Low,52,8,1,0,0,0
1563,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-07-19,In Progress,Low,70,12,1,0,0,0
1564,Garbage has not been collected for several days,Sanitation,Vadodara,2024-10-11,Resolved,Medium,47,8,0,0,0,1
1565,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-10-07,Open,High,66,11,1,0,0,0
1566,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-08-05,Pending,Medium,39,5,0,0,0,1
1567,Dirty streets creating health hazards,Sanitation,Surat,2024-09-19,In Progress,Medium,37,5,0,0,0,1
1568,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-12-06,Open,High,66,11,1,0,0,0
1569,Contaminated water is being supplied in our locality,Water,Vadodara,2024-11-11,Pending,High,52,8,1,0,0,0
1570,Dirty streets creating health hazards,Sanitation,Vadodara,2024-06-21,Resolved,Low,37,5,0,0,0,1
1571,Garbage has not been collected for several days,Sanitation,Rajkot,2024-08-17,Pending,Medium,47,8,0,0,0,1
1572,Waste management system is inefficient in this area,Sanitation,Vadodara,2024-02-11,Open,Low,51,8,0,0,0,1
1573,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-01-07,Open,Low,70,12,1,0,0,0
1574,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-12-10,Pending,Low,50,5,0,0,0,1
1575,Transformer malfunction causing electricity disruption,Electricity,Surat,2024-08-07,Resolved,Low,54,5,0,0,1,0
1576,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-11-11,Resolved,Low,42,6,0,1,0,0
1577,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-03-06,In Progress,Low,52,8,0,1,0,0
1578,Drainage water is mixing with drinking water supply,Water,Vadodara,2024-12-30,Open,High,51,8,1,0,0,0
1579,No electricity supply for the past 6 hours,Electricity,Ahmedabad,2024-09-23,In Progress,Low,42,8,0,0,1,0
1580,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-06-19,Pending,High,53,9,0,0,1,0
1581,Street lights are not functioning in the locality,Electricity,Vadodara,2024-02-04,Resolved,High,49,8,0,0,1,0
1582,Dirty streets creating health hazards,Sanitation,Surat,2024-10-05,In Progress,High,37,5,0,0,0,1
1583,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-03-14,Pending,Low,50,5,0,0,0,1
1584,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-04-14,Resolved,Low,70,12,1,0,0,0
1585,Dirty streets creating health hazards,Sanitation,Mumbai,2024-12-16,In Progress,Medium,37,5,0,0,0,1
1586,Contaminated water is being supplied in our locality,Water,Rajkot,2024-08-04,Open,High,52,8,1,0,0,0
1587,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-10-25,Open,High,70,12,1,0,0,0
1588,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-01-02,Open,Low,42,6,0,1,0,0
1589,Frequent power cuts occurring in our area every night,Electricity,Delhi,2024-10-15,Open,High,53,9,0,0,1,0
1590,Drainage water is mixing with drinking water supply,Water,Ahmedabad,2024-07-30,In Progress,Low,51,8,1,0,0,0
1591,Multiple potholes on the main road causing accidents,Roads,Surat,2024-10-22,In Progress,High,52,8,0,1,0,0
1592,Drainage water is mixing with drinking water supply,Water,Surat,2024-12-28,Open,High,51,8,1,0,0,0
1593,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-02-17,Open,High,50,5,0,0,0,1
1594,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-08-21,Resolved,High,39,5,0,0,0,1
1595,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-06-05,Pending,High,50,5,0,0,0,1
1596,Sewage blockage leading to waterlogging,Sanitation,Delhi,2024-09-21,In Progress,Medium,39,5,0,0,0,1
1597,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-10-28,Pending,High,66,11,1,0,0,0
1598,Waste management system is inefficient in this area,Sanitation,Surat,2024-10-28,Resolved,Low,51,8,0,0,0,1
1599,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-01-15,Pending,Low,51,5,0,0,1,0
1600,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-12-23,In Progress,Medium,70,12,1,0,0,0
1601,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-03-11,Open,High,66,11,1,0,0,0
1602,Overflowing dustbins causing unhygienic conditions,Sanitation,Surat,2024-04-07,Pending,Low,50,5,0,0,0,1
1603,Drainage water is mixing with drinking water supply,Water,Vadodara,2024-06-30,In Progress,Low,51,8,1,0,0,0
1604,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-09-22,Resolved,Low,42,6,0,1,0,0
1605,Street lights are not functioning in the locality,Electricity,Delhi,2024-11-09,Resolved,High,49,8,0,0,1,0
1606,Dirty streets creating health hazards,Sanitation,Vadodara,2024-09-27,Pending,Medium,37,5,0,0,0,1
1607,Waste management system is inefficient in this area,Sanitation,Delhi,2024-05-22,Resolved,Medium,51,8,0,0,0,1
1608,No electricity supply for the past 6 hours,Electricity,Ahmedabad,2024-04-28,Resolved,Medium,42,8,0,0,1,0
1609,Construction work left road in poor condition,Roads,Surat,2024-07-13,In Progress,Low,45,7,0,1,0,0
1610,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-05-02,In Progress,Medium,52,6,1,0,0,0
1611,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-11-06,Resolved,High,51,8,1,0,0,0
1612,Dirty streets creating health hazards,Sanitation,Vadodara,2024-08-07,Resolved,Medium,37,5,0,0,0,1
1613,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-06-18,Open,High,52,6,1,0,0,0
1614,Dirty streets creating health hazards,Sanitation,Delhi,2024-05-29,Resolved,Low,37,5,0,0,0,1
1615,Contaminated water is being supplied in our locality,Water,Rajkot,2024-11-22,Open,High,52,8,1,0,0,0
1616,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-01-06,Open,High,53,9,0,0,1,0
1617,Contaminated water is being supplied in our locality,Water,Rajkot,2024-07-05,Resolved,Medium,52,8,1,0,0,0
1618,Irregular water supply timings causing inconvenience,Water,Vadodara,2024-10-05,Pending,Medium,52,6,1,0,0,0
1619,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-11-13,In Progress,High,52,6,1,0,0,0
1620,Irregular water supply timings causing inconvenience,Water,Delhi,2024-07-03,In Progress,High,52,6,1,0,0,0
1621,Street lights are not functioning in the locality,Electricity,Ahmedabad,2024-02-20,In Progress,Low,49,8,0,0,1,0
1622,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-02-26,Pending,Medium,53,9,0,0,1,0
1623,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-02-11,Pending,Medium,51,5,0,0,1,0
1624,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-08-19,In Progress,Medium,50,5,0,0,0,1
1625,No electricity supply for the past 6 hours,Electricity,Mumbai,2024-11-30,Open,High,42,8,0,0,1,0
1626,No electricity supply for the past 6 hours,Electricity,Delhi,2024-05-30,Open,Low,42,8,0,0,1,0
1627,Construction work left road in poor condition,Roads,Mumbai,2024-04-04,Resolved,High,45,7,0,1,0,0
1628,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-09-10,Open,High,66,11,1,0,0,0
1629,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-12-07,Open,High,66,11,1,0,0,0
1630,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-09-12,Pending,Low,52,8,0,1,0,0
1631,No electricity supply for the past 6 hours,Electricity,Delhi,2024-10-14,Resolved,High,42,8,0,0,1,0
1632,Waste management system is inefficient in this area,Sanitation,Surat,2024-05-31,Pending,Medium,51,8,0,0,0,1
1633,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-03-04,Pending,Low,39,5,0,0,0,1
1634,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-09-10,Pending,Low,54,5,0,0,1,0
1635,Construction work left road in poor condition,Roads,Mumbai,2024-12-03,Open,High,45,7,0,1,0,0
1636,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-05-07,Resolved,Medium,54,5,0,0,1,0
1637,Garbage has not been collected for several days,Sanitation,Vadodara,2024-07-02,In Progress,High,47,8,0,0,0,1
1638,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-03-22,Open,Low,52,8,0,1,0,0
1639,Voltage fluctuations damaging electrical appliances,Electricity,Mumbai,2024-09-26,Resolved,Low,51,5,0,0,1,0
1640,Damaged street roads creating unsafe driving conditions,Roads,Rajkot,2024-08-07,In Progress,Low,55,7,0,1,0,0
1641,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-05-12,Resolved,High,63,11,0,1,0,0
1642,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-07-30,Open,High,53,9,0,0,1,0
1643,Garbage has not been collected for several days,Sanitation,Vadodara,2024-05-26,Pending,Medium,47,8,0,0,0,1
1644,Uneven road surface causing vehicle damage,Roads,Mumbai,2024-05-08,Pending,Medium,42,6,0,1,0,0
1645,Voltage fluctuations damaging electrical appliances,Electricity,Rajkot,2024-06-21,Pending,Medium,51,5,0,0,1,0
1646,Voltage fluctuations damaging electrical appliances,Electricity,Ahmedabad,2024-06-14,Open,Medium,51,5,0,0,1,0
1647,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-08-27,Open,High,42,6,0,1,0,0
1648,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-10-14,Open,Medium,39,5,0,0,0,1
1649,Sewage blockage leading to waterlogging,Sanitation,Ahmedabad,2024-11-06,Open,Low,39,5,0,0,0,1
1650,Construction work left road in poor condition,Roads,Ahmedabad,2024-02-21,Resolved,Medium,45,7,0,1,0,0
1651,Garbage has not been collected for several days,Sanitation,Rajkot,2024-07-15,Resolved,High,47,8,0,0,0,1
1652,Garbage has not been collected for several days,Sanitation,Mumbai,2024-08-01,Resolved,Medium,47,8,0,0,0,1
1653,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-08-22,Pending,High,63,11,0,1,0,0
1654,Uneven road surface causing vehicle damage,Roads,Delhi,2024-11-23,In Progress,Low,42,6,0,1,0,0
1655,Contaminated water is being supplied in our locality,Water,Vadodara,2024-04-27,Pending,Medium,52,8,1,0,0,0
1656,Street lights are not functioning in the locality,Electricity,Delhi,2024-05-16,In Progress,High,49,8,0,0,1,0
1657,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-01-13,Pending,High,52,8,0,1,0,0
1658,Street lights are not functioning in the locality,Electricity,Vadodara,2024-01-28,Open,Low,49,8,0,0,1,0
1659,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-04-06,In Progress,High,54,5,0,0,1,0
1660,There is continuous water leakage from the main pipeline near my house,Water,Rajkot,2024-05-15,Pending,High,70,12,1,0,0,0
1661,Irregular water supply timings causing inconvenience,Water,Surat,2024-11-07,In Progress,Low,52,6,1,0,0,0
1662,Dirty streets creating health hazards,Sanitation,Ahmedabad,2024-06-15,In Progress,High,37,5,0,0,0,1
1663,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-09-29,In Progress,Low,70,12,1,0,0,0
1664,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-10-10,Pending,Medium,53,9,0,0,1,0
1665,Overflowing dustbins causing unhygienic conditions,Sanitation,Rajkot,2024-07-22,In Progress,Low,50,5,0,0,0,1
1666,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-12-22,Open,Medium,39,5,0,0,0,1
1667,Transformer malfunction causing electricity disruption,Electricity,Vadodara,2024-05-09,Resolved,High,54,5,0,0,1,0
1668,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-04-03,Pending,High,55,7,0,1,0,0
1669,Dirty streets creating health hazards,Sanitation,Delhi,2024-04-16,Open,Low,37,5,0,0,0,1
1670,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-02-24,Pending,High,54,5,0,0,1,0
1671,Garbage has not been collected for several days,Sanitation,Rajkot,2024-10-06,In Progress,Low,47,8,0,0,0,1
1672,Street lights are not functioning in the locality,Electricity,Surat,2024-02-16,Pending,Medium,49,8,0,0,1,0
1673,Contaminated water is being supplied in our locality,Water,Mumbai,2024-04-24,Resolved,High,52,8,1,0,0,0
1674,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-11-28,Pending,Low,66,11,1,0,0,0
1675,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-04-20,In Progress,Medium,54,5,0,0,1,0
1676,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-10-27,Open,Medium,70,12,1,0,0,0
1677,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-04-17,Pending,Low,50,5,0,0,0,1
1678,Garbage has not been collected for several days,Sanitation,Ahmedabad,2024-05-01,In Progress,High,47,8,0,0,0,1
1679,Construction work left road in poor condition,Roads,Vadodara,2024-12-22,Pending,Medium,45,7,0,1,0,0
1680,Damaged street roads creating unsafe driving conditions,Roads,Ahmedabad,2024-12-11,Resolved,Medium,55,7,0,1,0,0
1681,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-02-17,Open,High,63,11,0,1,0,0
1682,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-07-12,Pending,Low,52,6,1,0,0,0
1683,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-06-05,In Progress,Medium,52,8,0,1,0,0
1684,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-07-10,In Progress,Low,53,9,0,0,1,0
1685,Garbage has not been collected for several days,Sanitation,Mumbai,2024-07-19,In Progress,Low,47,8,0,0,0,1
1686,Transformer malfunction causing electricity disruption,Electricity,Delhi,2024-02-25,In Progress,High,54,5,0,0,1,0
1687,Contaminated water is being supplied in our locality,Water,Delhi,2024-05-28,Open,Low,52,8,1,0,0,0
1688,Drainage water is mixing with drinking water supply,Water,Delhi,2024-03-28,Pending,Low,51,8,1,0,0,0
1689,Voltage fluctuations damaging electrical appliances,Electricity,Rajkot,2024-09-15,Resolved,High,51,5,0,0,1,0
1690,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-09-04,In Progress,Medium,70,12,1,0,0,0
1691,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-04-26,In Progress,Medium,52,6,1,0,0,0
1692,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-11-12,In Progress,High,54,5,0,0,1,0
1693,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-02-16,Resolved,High,70,12,1,0,0,0
1694,No electricity supply for the past 6 hours,Electricity,Surat,2024-06-22,Resolved,Medium,42,8,0,0,1,0
1695,Garbage has not been collected for several days,Sanitation,Ahmedabad,2024-08-30,In Progress,Low,47,8,0,0,0,1
1696,Street lights are not functioning in the locality,Electricity,Ahmedabad,2024-08-21,Pending,Medium,49,8,0,0,1,0
1697,Contaminated water is being supplied in our locality,Water,Mumbai,2024-03-03,Pending,High,52,8,1,0,0,0
1698,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-01-26,Pending,Medium,54,5,0,0,1,0
1699,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-11-22,In Progress,Medium,52,8,0,1,0,0
1700,Garbage has not been collected for several days,Sanitation,Vadodara,2024-04-26,Resolved,Medium,47,8,0,0,0,1
1701,Contaminated water is being supplied in our locality,Water,Delhi,2024-09-09,In Progress,Medium,52,8,1,0,0,0
1702,Frequent power cuts occurring in our area every night,Electricity,Delhi,2024-11-26,Pending,High,53,9,0,0,1,0
1703,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-02-18,Pending,Medium,52,6,1,0,0,0
1704,Drainage water is mixing with drinking water supply,Water,Surat,2024-06-29,Resolved,High,51,8,1,0,0,0
1705,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-04-04,Pending,Medium,39,5,0,0,0,1
1706,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-05-03,Open,Medium,55,7,0,1,0,0
1707,Dirty streets creating health hazards,Sanitation,Ahmedabad,2024-02-21,In Progress,High,37,5,0,0,0,1
1708,Contaminated water is being supplied in our locality,Water,Mumbai,2024-07-26,In Progress,High,52,8,1,0,0,0
1709,Garbage has not been collected for several days,Sanitation,Vadodara,2024-07-29,Pending,Medium,47,8,0,0,0,1
1710,Dirty streets creating health hazards,Sanitation,Vadodara,2024-12-13,Resolved,Low,37,5,0,0,0,1
1711,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-07-02,In Progress,High,70,12,1,0,0,0
1712,Contaminated water is being supplied in our locality,Water,Rajkot,2024-07-30,Pending,Medium,52,8,1,0,0,0
1713,Drainage water is mixing with drinking water supply,Water,Ahmedabad,2024-12-12,Resolved,Medium,51,8,1,0,0,0
1714,Transformer malfunction causing electricity disruption,Electricity,Rajkot,2024-03-31,In Progress,Medium,54,5,0,0,1,0
1715,Contaminated water is being supplied in our locality,Water,Mumbai,2024-12-23,In Progress,Medium,52,8,1,0,0,0
1716,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-04-19,In Progress,Low,66,11,1,0,0,0
1717,Voltage fluctuations damaging electrical appliances,Electricity,Ahmedabad,2024-01-22,Pending,High,51,5,0,0,1,0
1718,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-10-04,In Progress,Medium,53,9,0,0,1,0
1719,Voltage fluctuations damaging electrical appliances,Electricity,Mumbai,2024-08-10,Pending,Medium,51,5,0,0,1,0
1720,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-08-30,Resolved,Medium,50,5,0,0,0,1
1721,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-09-10,Open,High,66,11,1,0,0,0
1722,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-06-24,Open,Medium,70,12,1,0,0,0
1723,Dirty streets creating health hazards,Sanitation,Vadodara,2024-01-21,Resolved,High,37,5,0,0,0,1
1724,Drainage water is mixing with drinking water supply,Water,Surat,2024-04-22,Pending,Medium,51,8,1,0,0,0
1725,Damaged street roads creating unsafe driving conditions,Roads,Rajkot,2024-09-14,Open,Medium,55,7,0,1,0,0
1726,Sewage blockage leading to waterlogging,Sanitation,Surat,2024-03-22,In Progress,Medium,39,5,0,0,0,1
1727,Damaged street roads creating unsafe driving conditions,Roads,Delhi,2024-09-02,Resolved,Low,55,7,0,1,0,0
1728,Contaminated water is being supplied in our locality,Water,Surat,2024-09-17,In Progress,Low,52,8,1,0,0,0
1729,Construction work left road in poor condition,Roads,Ahmedabad,2024-09-12,In Progress,Low,45,7,0,1,0,0
1730,Waste management system is inefficient in this area,Sanitation,Ahmedabad,2024-01-21,In Progress,High,51,8,0,0,0,1
1731,Irregular water supply timings causing inconvenience,Water,Surat,2024-12-19,Open,Medium,52,6,1,0,0,0
1732,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-12-08,Resolved,Low,39,5,0,0,0,1
1733,Multiple potholes on the main road causing accidents,Roads,Vadodara,2024-10-13,In Progress,High,52,8,0,1,0,0
1734,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-02-21,Resolved,Low,51,5,0,0,1,0
1735,Voltage fluctuations damaging electrical appliances,Electricity,Ahmedabad,2024-11-22,Resolved,High,51,5,0,0,1,0
1736,No electricity supply for the past 6 hours,Electricity,Mumbai,2024-03-02,In Progress,High,42,8,0,0,1,0
1737,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-09-16,In Progress,Low,53,9,0,0,1,0
1738,Multiple potholes on the main road causing accidents,Roads,Delhi,2024-02-11,Open,High,52,8,0,1,0,0
1739,Irregular water supply timings causing inconvenience,Water,Surat,2024-12-22,In Progress,Low,52,6,1,0,0,0
1740,Construction work left road in poor condition,Roads,Mumbai,2024-07-09,Resolved,Medium,45,7,0,1,0,0
1741,Voltage fluctuations damaging electrical appliances,Electricity,Ahmedabad,2024-05-11,Open,Medium,51,5,0,0,1,0
1742,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-08-27,Pending,High,42,6,0,1,0,0
1743,Contaminated water is being supplied in our locality,Water,Vadodara,2024-10-26,Pending,Medium,52,8,1,0,0,0
1744,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-03-14,Pending,Medium,66,11,1,0,0,0
1745,Voltage fluctuations damaging electrical appliances,Electricity,Vadodara,2024-07-09,Pending,Low,51,5,0,0,1,0
1746,Voltage fluctuations damaging electrical appliances,Electricity,Delhi,2024-07-25,Pending,Low,51,5,0,0,1,0
1747,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-02-22,Resolved,High,52,6,1,0,0,0
1748,Overflowing dustbins causing unhygienic conditions,Sanitation,Surat,2024-10-16,Pending,High,50,5,0,0,0,1
1749,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-09-08,Pending,Low,52,8,1,0,0,0
1750,Uneven road surface causing vehicle damage,Roads,Delhi,2024-10-04,In Progress,Low,42,6,0,1,0,0
1751,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-06-18,Open,Medium,66,11,1,0,0,0
1752,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-06-16,Open,High,42,6,0,1,0,0
1753,Irregular water supply timings causing inconvenience,Water,Surat,2024-04-24,In Progress,Low,52,6,1,0,0,0
1754,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-11-06,In Progress,High,70,12,1,0,0,0
1755,Uneven road surface causing vehicle damage,Roads,Delhi,2024-05-10,Open,High,42,6,0,1,0,0
1756,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-08-10,Open,Low,53,9,0,0,1,0
1757,Multiple potholes on the main road causing accidents,Roads,Surat,2024-06-29,Resolved,Low,52,8,0,1,0,0
1758,Damaged street roads creating unsafe driving conditions,Roads,Rajkot,2024-10-17,Resolved,Low,55,7,0,1,0,0
1759,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-03-24,In Progress,Low,42,6,0,1,0,0
1760,Dirty streets creating health hazards,Sanitation,Mumbai,2024-10-15,Resolved,Medium,37,5,0,0,0,1
1761,Uneven road surface causing vehicle damage,Roads,Surat,2024-12-12,Open,High,42,6,0,1,0,0
1762,Road has not been repaired for months leading to traffic issues,Roads,Ahmedabad,2024-12-25,In Progress,High,63,11,0,1,0,0
1763,Road has not been repaired for months leading to traffic issues,Roads,Rajkot,2024-10-25,Resolved,High,63,11,0,1,0,0
1764,Contaminated water is being supplied in our locality,Water,Rajkot,2024-07-03,Resolved,High,52,8,1,0,0,0
1765,Uneven road surface causing vehicle damage,Roads,Vadodara,2024-05-27,Pending,High,42,6,0,1,0,0
1766,Overflowing dustbins causing unhygienic conditions,Sanitation,Mumbai,2024-11-22,Pending,Low,50,5,0,0,0,1
1767,Uneven road surface causing vehicle damage,Roads,Surat,2024-06-16,In Progress,Low,42,6,0,1,0,0
1768,Transformer malfunction causing electricity disruption,Electricity,Delhi,2024-06-15,Pending,Low,54,5,0,0,1,0
1769,Drainage water is mixing with drinking water supply,Water,Delhi,2024-07-25,Resolved,High,51,8,1,0,0,0
1770,Construction work left road in poor condition,Roads,Rajkot,2024-07-03,Open,Low,45,7,0,1,0,0
1771,Waste management system is inefficient in this area,Sanitation,Ahmedabad,2024-05-02,Resolved,Medium,51,8,0,0,0,1
1772,Damaged street roads creating unsafe driving conditions,Roads,Rajkot,2024-11-06,Open,Low,55,7,0,1,0,0
1773,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-04-12,In Progress,Low,55,7,0,1,0,0
1774,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-09-19,Pending,Low,53,9,0,0,1,0
1775,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-11-01,In Progress,Low,50,5,0,0,0,1
1776,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-12-31,Resolved,High,66,11,1,0,0,0
1777,Street lights are not functioning in the locality,Electricity,Ahmedabad,2024-03-14,Open,High,49,8,0,0,1,0
1778,Uneven road surface causing vehicle damage,Roads,Vadodara,2024-07-25,Open,High,42,6,0,1,0,0
1779,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-01-22,In Progress,Medium,52,8,1,0,0,0
1780,Transformer malfunction causing electricity disruption,Electricity,Rajkot,2024-07-15,Resolved,High,54,5,0,0,1,0
1781,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-05-20,Resolved,Medium,63,11,0,1,0,0
1782,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-01-20,Resolved,Low,53,9,0,0,1,0
1783,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-10-16,Pending,High,70,12,1,0,0,0
1784,Garbage has not been collected for several days,Sanitation,Ahmedabad,2024-06-27,Pending,Low,47,8,0,0,0,1
